path,file name,rom name,sha256,sha1,md5,crc32,no-intro matched,no-intro game name,no-intro game id,no-intro rom status,notes\FC,1942.zfc,1942.nes,6fcfb1a5a61c9e2e0c64885abc03d5b79573c9dd41fd8d76d2af59cdd967e0ba,58c35bae064eb3e1d78f2589b981e121f0582238,f6fd9043ca4d451141eb25c66fd6be5c,65513036,unmatched,,,,
\FC,1943.zfc,1943.nes,99d4f682fba17bcfcaa97aed67d27b96aa0bd0a359db40fdc19559e57c6f0b63,012e678e0fef1dab0c6cce5a6c7c9ebde33dad26,e8c9c2c3a59eb68f1f122d201d770215,d8e6cede,unmatched,,,,
\FC,1945.zfc,1945.nes,9835c75cceefb2139850c500619f5f950aa9c5e847361741e8ff9dc6afcd4651,6f8688ea4091e90348198ad7a24548d5d5e037c4,d858d60ed717f2a10c5ab81c78fad523,60a638b6,unmatched,,,,
\FC,A Night Mare.zfc,A Night Mare.nfc,58be6a811ee3370882160115253b610581e8b4af7228669eb3fbd56e7a13117c,e3704078fe0460a65fdb57a9406a5dad4155c215,5f62fab71cf3f8e90ac3af2775c8d630,da2cb59a,matched,"Nightmare on Elm Street, A (USA)",1561,good,
\FC,Abarenbou Tengu.zfc,Abarenbou Tengu.nfc,52968e86b10039829bed9dad874c585059e49c093740815aac7829d50bb55db4,603beaae1bcc6cc7195efb6339ea0b25129f3ded,2bce68f4381fd30b2dbab47214b93008,895c1a96,unmatched,,,,
\FC,Action In New York.zfc,Action In New York.nes,6da6c8ac123df0f51e6f1b2ba79cb067d3352262532604ab08cf5dd587e84006,c34ed0f6cee061dcbd0f36d05a49ffeb9e1d8461,71903b9937bff305b7a1c8e0077be2a6,3ac0830a,matched,Action in New York (Europe),0032,verified,
\FC,Adventure Island 1.zfc,Adventure Island 1.nfc,c2cbd0884998138287d130db833a529efb51f6bf728f9b6f18b3047465df72a2,63428b62ab309e32e806a2582d9cdb94ba647183,d9eed1498a617958e148654e75f9f3d8,9e649a85,unmatched,,,,
\FC,Adventure Island 2.zfc,Adventure Island 2.nfc,5ee479ef04d80366a75dd144cbeb47d0347ee82025d1b65dd358e1f6498c9a39,d30741f41f76b34c08032fc61579dc5963f1443d,4ccf65a4f658fd237e774d29addc3a5c,771c8855,matched,Adventure Island II (USA),1003,good,
\FC,Adventure Island 3.zfc,Adventure Island 3.nfc,e8dc8c0441c54d09a1cfe0c112a3137bb6d709989b23e6528f8e30360e1ad910,f77eb86932844a92834ef12c059a3f5b815dac07,c517ca2fd6199fde0ba4b3847d9bbecf,bfbfd25d,matched,Adventure Island 3 (USA),1004,good,
\FC,Adventure Island 4.zfc,Adventure Island 4.nes,6444913dc3073478f5296b6ab8e3ac1f2aed563369787898ff11839639b0238b,cf90f8ed514f894d7a51d27f2be3d07e42cbc7dc,4124f150d22ab5859930699a98bfa623,45f4fa8c,unmatched,,,,
\FC,Adventures In The Magic Kingdom.zfc,Adventures In The Magic Kingdom.Nes,185e4adb2cbcb71ebf0fd3f6af767f2215f93916cd2ccf932ce5864d3953239a,f2f932f772e449a29854dcc4b4bf2efbb09cd0ad,c1eda7b38bd8fb314285ddcc766a2458,5dbd6099,matched,Adventures in the Magic Kingdom (USA),0050,verified,
\FC,Adventures Of Dino Riki.zfc,Adventures Of Dino Riki.Nes,58d0f0e504b8450e7d2dfbe11948a244143bfe3065f7e78524633cce8ac73103,a042a3bd69c2ea5b944dda26ea5f47321b175eb5,c3263d7de9fd9aa6bdc416526399314e,9bde3267,matched,Adventures of Dino Riki (USA),0055,verified,
\FC,Adventures Of Dizzy.zfc,Adventures Of Dizzy.nfc,e0b124ddd8ac7be9e0f0b14679a089c475646fe97425fea36674d75a0f481461,90196dbfc5337b56106b33891c5fa4b2267f3732,6d737d70286a700c2f0352f22d95b688,38fbcc85,matched,"Fantastic Adventures of Dizzy, The (USA) (Unl)",0730,verified,
\FC,Adventures Of Lolo 1.zfc,Adventures Of Lolo 1.nfc,30db64a2f6f796308dfeefbf6f0b648176cf6c982fbb5158c5408a899d6355c3,c0aec26dc3132a60e9e45c3ffaae49b7906bc517,2827084cb9be9f464dc2a589d2daf236,297198b9,matched,Adventures of Lolo (Japan),0059,verified,
